dranghek,dranghekken
psalm,psalmpje
psalm,psalmen
psalm,psalmpjes
omkiepen,omkiep
omkiepen,omkiept
omkiepen,omkiepte
omkiepen,omkiepende
omkiepen,omgekiept
omkiepen,omgekiepte
omkiepen,omkiepten
Nubiër,nubiËrs
Nubiër,nubiërs
Nubiër,nubiër
woonoord,woonoorden
staatsiebezoek,staatsiebezoeken
Teheran,teheran
boedelverdeling,boedelverdelingen
viewer,viewers
stelsel,stelseltje
stelsel,stelseltjes
stelsel,stelsels
BVBA,bvba
egoïsme,egoÏsme
Enschedees,enschedees
reportageteam,reportageteams
grenswacht,grenswachten
gemenerik,gemeneriken
televisiebewerking,televisiebewerkingen
springruiter,springruiters
verzekeringsarts,verzekeringsartsen
versnippering,versnipperingen
luxepaard,luxepaarden
volksbeweging,volksbewegingen
rijkssubsidie,rijkssubsidies
Genua,genua
leeuwerik,leeuweriken
patrouille,patrouilles
kapittelen,kapittelden
kapittelen,gekapittelde
kapittelen,kapittelde
kapittelen,kapittelend
kapittelen,kapittelende
kapittelen,gekapitteld
kapittelen,kapittelt
Réunion,réunion
Réunion,rÉunion
trefzeker,trefzekerder
trefzeker,trefzekerdere
trefzeker,trefzekerst
fervent,ferventer
fervent,ferventere
fervent,ferventste
huismus,huismussen
exposeren,exposeerden
exposeren,geËxposeerd
exposeren,exposeerde
exposeren,exposeert
exposeren,exposeer
exposeren,geëxposeerd
exposeren,exposerend
spreektijd,spreektijden
aansjokken,aansjokkend
aansjokken,aansjok
aansjokken,aansjokte
aansjokken,aangesjokt
aansjokken,aansjokten
aansjokken,aansjokt
snelbuffet,snelbuffetten
sluitstuk,sluitstukken
sleedoorn,sleedoorns
penning,penninkje
penning,penningen
penning,penninkjes
opengooien,opengegooid
opengooien,opengooiende
opengooien,opengooit
opengooien,opengooide
opengooien,opengooi
opengooien,opengooiden
eruptie,erupties
onderuithalen,onderuithaal
onderuithalen,onderuitgehaalde
onderuithalen,onderuithaalde
onderuithalen,onderuithaalden
onderuithalen,onderuithalend
onderuithalen,onderuitgehaald
onderuithalen,onderuithaalt
bemind,beminder
bemind,bemindste
onderkomen,onderkomens
doorjager,doorjagers
lineaal,linealen
zeiken,zeek
zeiken,zeikte
zeiken,gezeken
zeiken,zeikend
zeiken,zeikten
zeiken,zeikt
zeiken,zeken
zeiken,gezeikt
nakijken,nakijk
nakijken,nakijkt
nakijken,nagekeken
nakijken,nakeken
nakijken,nakijkend
nakijken,nakeek
nakijken,nakijkende
intrige,intriges
ratel,rateltjes
ratel,rateltje
ratel,ratels
noordpoolexpeditie,noordpoolexpedities
presidentskandidaat,presidentskandidaten
wiegen,gewiegde
wiegen,wiegde
wiegen,wiegend
wiegen,wiegt
wiegen,wiegden
wiegen,gewiegd
gevierd,gevierdste
gevierd,gevierder
overledene,overledenen
organiseren,organiseerde
organiseren,organiseer
organiseren,organiseerden
organiseren,organiserend
organiseren,organiseert
jackpot,jackpotten
jackpot,jackpots
beleidsvisie,beleidsvisies
eruitzien,eruitzie
eruitzien,eruitzagen
eruitzien,eruitgezien
eruitzien,eruitziend
eruitzien,eruitziende
eruitzien,eruitzag
eruitzien,eruitziet
fideel,fideler
passend,passendere
passend,passender
passend,passendst
lymfklier,lymfklieren
wegverbinding,wegverbindingen
roodgloeiend,roodgloeiender
ruimtestation,ruimtestations
Oriënt,oriËnt
Oriënt,oriënt
onzevader,onzevaders
tuincentrum,tuincentrums
tuincentrum,tuincentra
overduidelijk,overduidelijker
overduidelijk,overduidelijkst
ruptuur,rupturen
besnuffelen,besnuffelt
besnuffelen,besnuffel
besnuffelen,besnuffeld
besnuffelen,besnuffelende
besnuffelen,besnuffelden
besnuffelen,besnuffelend
uitbeelding,uitbeeldingen
kunstkenner,kunstkenners
rijmwoordenboek,rijmwoordenboeken
Makassar,makassar
Siciliaan,siciliaan
Siciliaan,sicilianen
strafpunt,strafpunten
pijlpunt,pijlpunten
toonder,toonders
luchtbrug,luchtbruggen
hooiberg,hooibergen
Mij.,mij.
trommel,trommeltjes
trommel,trommels
trommel,trommeltje
slaginstrument,slaginstrumenten
constateren,constateerde
constateren,geconstateerd
constateren,constateer
constateren,constateert
constateren,constaterend
constateren,constateerden
Ionisch,ionisch
randvoorwaarde,randvoorwaarden
florissant,florissanter
florissant,florissantere
florissant,florissantst
wekdienst,wekdiensten
samenvoeging,samenvoegingen
tbc-besmetting,tbc-besmettingen
couveuse,couveuses
verhuurbedrijf,verhuurbedrijven
optillen,optilde
optillen,optillend
optillen,optil
optillen,opgetild
optillen,optilt
optillen,optilden
spektakelstuk,spektakelstukken
veebedrijf,veebedrijven
innoveren,innoveerden
innoveren,geïnnoveerd
innoveren,innoverend
innoveren,innoveerde
innoveren,innoveer
innoveren,innoveert
statief,statieven
ets,etsje
deltawerk,deltawerken
chemicus,chemici
belijden,beleden
belijden,belijdend
belijden,beleed
belijden,belijdt
belijden,belijd
drukverschil,drukverschillen
vunzig,vunziger
vunzig,vunzigst
vunzig,vunzigere
ramp,rampen
advocaat|advocate,advocaten
doemen,doemden
doemen,doemende
doemen,doemt
doemen,doemde
doemen,doemend
Mantsjoerije,mantsjoerije
wegbrengen,wegbreng
wegbrengen,wegbracht
wegbrengen,weggebracht
wegbrengen,wegbrengend
wegbrengen,wegbrachten
wegbrengen,wegbrengt
tussenklank,tussenklanken
bindweefsel,bindweefsels
data|datum,data
neerkijken,neerkijkend
neerkijken,neerkeek
neerkijken,neerkijkt
neerkijken,neergekeken
neerkijken,neerkeken
neerkijken,neerkijk
verprutsen,verpruts
verprutsen,verprutst
verprutsen,verprutsende
verprutsen,verprutsten
verprutsen,verprutsend
aardgasprijs,aardgasprijzen
lasbril,lasbrillen
inschatting,inschattingen
bruggenhoofd,bruggenhoofden
bovenkast,bovenkasten
betovergrootmoeder,betovergrootmoeders
Kirgizisch,kirgizisch
openblijven,openblijvend
openblijven,opengebleven
openblijven,openblijft
openblijven,openbleef
openblijven,openbleven
openblijven,openblijf
vaardigheid,vaardigheden
uurrooster,uurroosters
stationsgebouw,stationsgebouwen
na-apen,na-aapte
na-apen,na-aapten
na-apen,nageaapt
na-apen,na-aap
na-apen,na-aapt
na-apen,na-apend
overerven,overerfden
overerven,overerft
overerven,overervend
overerven,overerfde
overerven,overgeërfd
overerven,overerf
bankgeheim,bankgeheimen
feilloos,feillozer
lakverf,lakverven
katachtig,katachtiger
renbaan,renbanen
afhangen,afhangt
afhangen,afhangend
afhangen,afhang
afhangen,afhing
afhangen,afhingen
afhangen,afgehangen
commissievoorzitter,commissievoorzitters
bijgeluid,bijgeluiden
verticaal,verticalere
verticaal,verticaler
wilsbeschikking,wilsbeschikkingen
vrucht,vruchten
vrucht,vruchtje
vrucht,vruchtjes
bezondigen,bezondigt
bezondigen,bezondig
bezondigen,bezondigend
bezondigen,bezondigd
bezondigen,bezondigden
stabilisatie,stabilisaties
Transsylvaniër,transsylvaniërs
Transsylvaniër,transsylvaniër
radio-installatie,radio-installaties
bovenbuur,bovenburen
windstroom,windstromen
objectsubsidie,objectsubsidies
Portoricaan,portoricaan
Portoricaan,portoricanen
terrorist,terroristen
standbeeld,standbeelden
groeimarkt,groeimarkten
yuppie,yuppies
gekuist,gekuister
gedupeerde,gedupeerden
gespleten,gespletener
epileren,epileerden
epileren,epileert
epileren,geëpileerd
epileren,epilerend
epileren,epilerende
epileren,epileer
epileren,epileerde
pontonbrug,pontonbruggen
rottig,rottigere
rottig,rottiger
rottig,rottigst
gasfitter,gasfitters
opwachten,opgewachte
opwachten,opwachtend
opwachten,opwacht
opwachten,opgewacht
opwachten,opwachtten
opwachten,opwachtte
ontfermen,ontfermend
ontfermen,ontfermt
ontfermen,ontfermden
ontfermen,ontferm
ontfermen,ontfermd
Dordtse,dordtse
Dordtse,dordtsen
pauw,pauwtje
pauw,pauwen
pauw,pauwtjes
adviseren,adviseer
adviseren,adviserend
adviseren,adviseerden
adviseren,adviseerde
adviseren,geadviseerd
adviseren,adviseert
paus,pausen
paus,pausjes
kruisvuur,kruisvuren
knikkebollen,knikkebolt
knikkebollen,knikkebolde
knikkebollen,knikkebol
knikkebollen,geknikkebold
knikkebollen,knikkebollend
knikkebollen,knikkebolden
kramer,kramers
ervaren,ervaar
ervaren,ervarend
ervaren,ervoeren
ervaren,ervarener
ervaren,ervaart
ervaren,ervoer
uitschrijven,uitschreef
uitschrijven,uitschreven
uitschrijven,uitschrijvende
uitschrijven,uitschrijft
uitschrijven,uitgeschreven
uitschrijven,uitschrijf
uitschrijven,uitschrijvend
neologisme,neologismen
marathonschaatser,marathonschaatsers
NAVO-eenheid,navo-eenheden
NAVO-eenheid,navo-eenheid
pauk,pauken
natuurverschijnsel,natuurverschijnselen
natuurverschijnsel,natuurverschijnsels
drumstel,drumstellen
zalvend,zalvender
zalvend,zalvendste
Umbriër,umbriërs
Umbriër,umbriër
zwakbegaafd,zwakbegaafdst
matrijs,matrijzen
spoedzitting,spoedzittingen
eldorado,eldoradootje
schetteren,schetterde
schetteren,schetter
schetteren,schetterden
schetteren,geschetterd
schetteren,schettert
schetteren,schetterend
opgooien,opgooide
opgooien,opgooiende
opgooien,opgooit
opgooien,opgooiden
opgooien,opgegooid
opgooien,opgooi
opgooien,opgooiend
arrest,arresten
combine,combines
schildersbedrijf,schildersbedrijven
moordaanslag,moordaanslagen
smiespelen,smiespelt
smiespelen,gesmiespeld
smiespelen,smiespel
smiespelen,smiespelend
smiespelen,smiespelden
smiespelen,smiespelde
gehard,gehardere
gehard,geharder
gehard,gehardst
drumster,drumsters
trainee,trainees
tweelingbroeder,tweelingbroeders
tartanbaan,tartanbanen
rekkelijke,rekkelijken
onherbergzaam,onherbergzamer
onherbergzaam,onherbergzaamste
onherbergzaam,onherbergzamere
schijnheilig,schijnheiligst
schijnheilig,schijnheiliger
schijnheilig,schijnheiligere
desk,desks
vacuüm,vacuÜm
vacuüm,vacuüms
vacuüm,vacua
slonzig,slonziger
slonzig,slonzigst
slonzig,slonzigere
paasdag,paasdagen
driemastschoener,driemastschoeners
Casablanca,casablanca
vergoeden,vergoedde
vergoeden,vergoedend
vergoeden,vergoedt
vergoeden,vergoed
vergoeden,vergoedden
priem,priempje
priem,priempjes
garage,garages
invaren,invaart
invaren,invaar
invaren,invarend
invaren,ingevaren
verstekeling,verstekelingen
verkennen,verkennend
verkennen,verkent
verkennen,verkenden
verkennen,verken
verkennen,verkend
slotwoord,slotwoorden
overnemen,overgenomen
overnemen,overnam
overnemen,overneemt
overnemen,overnemend
overnemen,overneem
kristalhelder,kristalhelderder
inklaren,inklaar
inklaren,ingeklaard
inklaren,ingeklaarde
inklaren,inklaart
inklaren,inklaarden
inklaren,inklaarde
verkenner,verkenners
noorderbuur,noorderburen
halsstarrig,halsstarriger
jojo,jojootje
jojo,jojootjes
pottenbakker,pottenbakkers
kolonie,koloniën
kolonie,koloniËn
kolonie,kolonietjes
kolonie,kolonies
kolonie,kolonietje
Tartaar,tartaren
penopauze,penopauzes
doek,doeken
VIP,vip
doen,deden
doen,doe
doen,doet
doen,deed
doen,doend
bibliografie,bibliografieën
archeologe,archeologes
uitsplitsen,uitsplitsten
uitsplitsen,uitgesplitst
uitsplitsen,uitsplits
uitsplitsen,uitsplitste
uitsplitsen,uitsplitsend
uitsplitsen,uitsplitst
zuilengalerij,zuilengalerijen
wielrijder,wielrijders
vlug,vlugst
vlug,vlugger
dakpan,dakpannen
radioantenne,radioantennes
geleider,geleiders
rechts-radikaal,rechts-radikalen
geluidloos,geluidlozer
ongemerkt,ongemerkter
windjack,windjacken
windjack,windjacks
speculatief,speculatiever
speculatief,speculatiefste
Tsjaad,tsjaad
leegdrinken,leeggedronken
leegdrinken,leegdrink
leegdrinken,leegdronken
leegdrinken,leegdronk
leegdrinken,leegdrinkend
leegdrinken,leegdrinkt
speelautomaat,speelautomaten
beschermengel,beschermengelen
proloog,prologen
tabakfabriek,tabakfabrieken
nutteloos,nutteloost
nutteloos,nuttelooste
nutteloos,nuttelozer
inademen,inademt
inademen,ingeademd
inademen,inademden
inademen,inademde
inademen,inadem
inademen,inademend
bijwerking,bijwerkingen
fluoresceren,gefluoresceerd
fluoresceren,fluoresceert
fluoresceren,fluoresceerden
fluoresceren,fluorescerend
fluoresceren,fluoresceerde
cadet,cadetten
interlinie,interlinies
liguster,ligusters
klokkenstoel,klokkenstoelen
debutante,debutantes
telegraaf,telegrafen
overvallen,overgevallen
overvallen,overvielen
overvallen,overvallend
overvallen,overviel
overvallen,overvalt
babbelkous,babbelkousen
overvaller,overvallers
groepreis,groepreizen
zwakzinnig,zwakzinniger
zwakzinnig,zwakzinnigere
zwakzinnig,zwakzinnigste
toedienen,toegediend
toedienen,toedien
toedienen,toedient
toedienen,toedienend
toedienen,toedienden
toedienen,toediende
radiozender,radiozenders
masturberen,gemasturbeerd
masturberen,masturbeer
masturberen,masturbeert
masturberen,masturbeerden
masturberen,masturberend
masturberen,masturbeerde
inschepen,inscheep
inschepen,inscheept
inschepen,ingescheept
inschepen,inscheepte
inschepen,inschepend
inschepen,inscheepten
woordbetekenis,woordbetekenissen
boetekleed,boeteklederen
boetekleed,boetekleren
vergallen,vergallend
vergallen,vergalt
vergallen,vergal
vergallen,vergald
vergallen,vergallende
vergallen,vergalden
vrouwenkwaal,vrouwenkwalen
overlapping,overlappingen
oorlogsjaar,oorlogsjaren
gemeentedienst,gemeentediensten
tijdschakelaar,tijdschakelaars
roeispaan,roeispanen
Cubaanse,cubaansen
inkomen,inkwamen
inkomen,inkomend
inkomen,ingekomen
inkomen,inkwam
inkomen,inkomt
inkomen,inkom
inkomen,inkomens
inkomen,inkomentje
woonbuurt,woonbuurten
vriendelijk,vriendelijkst
vriendelijk,vriendelijker
bootsman,bootslui
bootsman,bootslieden
regenpak,regenpakken
hunnebed,hunnebedden
Georgiër,georgiër
Georgiër,georgiËr
Georgiër,georgiërs
korpsleiding,korpsleidingen
sokkel,sokkeltje
sokkel,sokkeltjes
sokkel,sokkels
monument,monumentje
monument,monumenten
voorbijstreven,voorbijstrevend
voorbijstreven,voorbijstreefde
voorbijstreven,voorbijstreef
voorbijstreven,voorbijstreeft
voorbijstreven,voorbijstrevende
voorbijstreven,voorbijstreefden
achterligger,achterliggers
afmatten,afmattend
afmatten,afmatte
Lesse,lesse
fruitteelt,fruitteelten
heten,heetten
heten,geheet
heten,heette
heten,hetend
heten,geheten
jaartal,jaartallen
wilgenroosje,wilgenroosjes
sambal,sambals
wegversmalling,wegversmallingen
liegen,lieg
liegen,liegt
liegen,liegend
liegen,gelogen
DAC,dac
tandradbaan,tandradbanen
vuurzee,vuurzeeën
winkeldief,winkeldieven
motorkap,motorkappen
vrijage,vrijages
Sidon,sidon
incalculeren,incalculeer
incalculeren,incalculeerde
incalculeren,ingecalculeerd
incalculeren,incalculerend
incalculeren,incalculeert
incalculeren,incalculeerden
toekan,toekans
aanhoren,aanhoor
aanhoren,aanhorend
aanhoren,aanhoort
aanhoren,aangehoord
aanhoren,aanhoorden
aanhoren,aanhoorde
Ardenner,ardenner
wegenverkeerswet,wegenverkeerswetten
nominatie,nominaties
pluimstaart,pluimstaarten
afzuigen,afzuig
afzuigen,afzuigende
afzuigen,afzogen
afzuigen,afzuigt
afzuigen,afzuigend
afzuigen,afgezogen
afzuigen,afzoog
gebaren,gebarend
gebaren,gebaart
gebaren,gebaarden
Ardennen,ardennen
inning,inningen
inning,innings
mee-eter,mee-eters
theemust,theemutsen
propagandafilm,propagandafilms
oliejas,oliejassen
ovatie,ovaties
patrijspoort,patrijspoortje
patrijspoort,patrijspoorten
malariamug,malariamuggen
braamstruik,braamstruiken
jachtverbod,jachtverboden
vindplaats,vindplaatsen
soufflé,soufflés
cyclaam,cyclamen
lijf,lijven
lijf,lijve
lijk,lijkjes
waterlijn,waterlijnen
wegsteken,weggestoken
wegsteken,wegsteek
wegsteken,wegstekend
wegsteken,wegstak
wegsteken,wegsteekt
wegsteken,wegstaken
lijn,lijntjes
lijn,lijntje
rechtsongelijkheid,rechtsongelijkheden
lijp,lijpen
lijp,lijpst
lijp,lijpere
lijp,lijper
surrogaat,surrogaten
aftocht,aftochten
Japanner,japanner
bemoeiing,bemoeiingen
goocheltruc|goocheltruuk,goocheltrucs
autoshow,autoshows
biljarten,biljartend
biljarten,biljartten
biljarten,biljartte
biljarten,gebiljart
rekest,rekesten
toneelgezelschap,toneelgezelschappen
theepot,theepotten
biljarter,biljarters
alternatieveling,alternatievelingen
behandeling,behandelingen
reformist,reformisten
non-proliferatieverdrag,non-proliferatieverdragen
altruïstisch,altruÏstische
altruïstisch,altruïstischer
veenkolonie,veenkolonies
veenkolonie,veenkoloniën
veenkolonie,veenkoloniËn
geheimzinnig,geheimzinnigere
geheimzinnig,geheimzinniger
geheimzinnig,geheimzinnigst
definitief,definitiever
definitief,definitiefst
hoopgevend,hoopgevendste
hoopgevend,hoopgevender
storend,storendere
storend,storender
storend,storendst
paperback,paperbacks
hypokriet,hypokrieten
nahouden,nagehouden
nahouden,nahoudt
nahouden,nahoud
nahouden,nahielden
nahouden,nahield
nahouden,nahoudend
verkeersreglement,verkeersreglementen
auto-ongeluk,auto-ongelukken
pikant,pikantst
pikant,pikanter
guillotine,guillotines
eurokotter,eurokotters
houdgreep,houdgrepen
senaat,senaten
klapsigaar,klapsigaren
wegrijden,wegrijdt
wegrijden,wegrijdend
wegrijden,wegreden
wegrijden,weggereden
wegrijden,wegrijd
wegrijden,wegreed
promoveren,promoveerden
promoveren,promoveert
promoveren,promoveer
promoveren,promoverend
promoveren,promoveerde
aandienen,aandienden
aandienen,aandiende
aandienen,aandient
aandienen,aandienend
aandienen,aangediend
aandienen,aandien
paalwoning,paalwoningen
Nieuw-Caledonië,nieuw-caledonië
schiettent,schiettenten
lasterpraatje,lasterpraatjes
tovenares,tovenaressen
radiobericht,radioberichten
Barbadaanse,barbadaanse
filmindustrie,filmindustrieën
ontvolken,ontvolkend
ontvolken,ontvolkten
ontvolken,ontvolkt
ontvolken,ontvolkende
ontvolken,ontvolk
opstopping,opstoppingen
comité,comiteetje
comité,comités
comité,comitÉ
comité,comiteetjes
slooppand,slooppanden
longdrink,longdrinks
zaadcel,zaadcellen
gluurder,gluurders
baklucht,bakluchten
vruchtwaterpunctie,vruchtwaterpuncties
directeur-generaal,directeurs-generaal
directeur-generaal,directeuren-generaal
afrastering,afrasteringen
invoegen,invoegden
invoegen,invoeg
invoegen,invoegde
invoegen,ingevoegd
invoegen,invoegt
invoegen,invoegend
recorddiepte,recorddiepten
recorddiepte,recorddieptes
trekstoot,trekstoten
insult,insulten
verzekeringsbedrijf,verzekeringsbedrijven
tenniselleboog,tennisellebogen
sterflijk,sterflijke
haasten,haastten
haasten,haastend
haasten,haastte
immigreren,immigreer
immigreren,immigrerend
immigreren,immigreert
immigreren,immigreerden
immigreren,immigreerde
immigreren,geïmmigreerd
blocnote,blocnotes
adaptatie,adaptaties
Pretoriaans,pretoriaans
reces,recessen
toedragen,toedraagt
toedragen,toedroegen
toedragen,toedraag
toedragen,toedroeg
toedragen,toegedragen
productietechniek,productietechnieken
schutten,schuttend
schutten,schutte
vuurproef,vuurproeven
geassocieerde,geassocieerden
rozenknop,rozenknopje
rozenknop,rozenknoppen
worm,wormen
worm,wormpje
worm,worms
worm,wormpjes
meerkoet,meerkoeten
Iers,iers
worp,worpen
nieuwjaar,nieuwjaars
maatbeker,maatbekers
revolteren,revolteerde
revolteren,revolteer
revolteren,gerevolteerde
revolteren,revolteerden
revolteren,revolterend
revolteren,gerevolteerd
revolteren,revolteert
strengelen,strengelt
strengelen,gestrengeld
strengelen,strengelende
strengelen,strengel
strengelen,strengelend
strengelen,strengelden
strengelen,strengelde
koopman,kooplieden
koopman,kooplui
koopman,koopmannen
Mexico-stad,mexico-stad
springen,spring
springen,springend
springen,gesprongen
springen,springt
woordenwisseling,woordenwisselingen
duwbak,duwbakken
zeekant,zeekanten
hopsen,hopsend
hopsen,gehopst
hopsen,hops
hopsen,hopste
hopsen,hopst
hopsen,hopsten
sodemieter,sodemieters
verzekeringspolis,verzekeringspolissen
aktetas,aktetassen
citer,citertje
citer,citers
concilie,concilies
concilie,conciliën
onbrandbaar,onbrandbaarder
gigant,giganten
Anguilla,anguilla
ontzien,ontziend
ontzien,ontzagen
ontzien,ontzie
ontzien,ontziet
gapen,gaapte
gapen,gaapt
gapen,gapend
gapen,gegaapt
gapen,gaapten
aar|are,aren
gaper,gapers
jachtterrein,jachtterreinen
doorslaan,doorsloegen
doorslaan,doorgeslagen
doorslaan,doorslaat
doorslaan,doorsloeg
doorslaan,doorsla
raadpleging,raadplegingen
pudding,puddinkje
pudding,puddings
pudding,puddingen
pudding,puddinkjes
lam,lamste
lam,lammetje
lam,lamst
lam,lammetjes
lam,lammertjes
lam,lammer
lam,lammeren
voorbeeld,voorbeelden
laf,laffer
laf,lafst
lab,labs
terugtocht,terugtochten
lichtinstallatie,lichtinstallaties
aansnijden,aangesneden
aansnijden,aansneden
aansnijden,aansnijdend
aansnijden,aansneed
aansnijden,aansnijd
aansnijden,aansnijdt
nippen,nipten
nippen,genipt
nippen,nippend
nippen,nip
fat,fatten
nippel,nippels
lat,latten
kinesitherapeut,kinesitherapeuten
solex,solexen
eggen,egt
eggen,eggend
eggen,geëgd
eggen,egde
eggen,egden
snuifje,snuifjes
wijnkelder,wijnkelders
olietanker,olietankers
zakdoek,zakdoeken
betekenisaspect,betekenisaspecten
moedig,moedigere
moedig,moediger
moedig,moedigst
ambulance,ambulances
ambulance,ambulancen
langwerpig,langwerpigere
langwerpig,langwerpiger
oogziekte,oogziektes
oogziekte,oogziekten
fototoestel,fototoestelletje
fototoestel,fototoestellen
order,ordertjes
order,ordertje
order,orders
muffig,muffiger
opvullen,opvulde
opvullen,opvul
opvullen,opvullend
opvullen,opvult
opvullen,opvulden
opvullen,opgevuld
zaagvis,zaagvissen
dodelijk,dodelijker
dodelijk,dodelijkst
ticket,tickets
werveling,wervelingen
zilvermeeuw,zilvermeeuwen
ronken,ronk
ronken,ronkte
ronken,ronkten
ronken,geronkt
ronken,ronkend
ronken,ronkt
miljoenenstad,miljoenensteden
uurgemiddelde,uurgemiddelden
uurgemiddelde,uurgemiddeldes
exotisch,exotischere
exotisch,exotischer
deinen,deinde
deinen,deinden
deinen,deinend
deinen,deint
deinen,gedeind
deinen,dein
break,breaks
redderen,redderende
redderen,reddert
redderen,redderend
redderen,geredderd
redderen,redderde
Ruhrgebied,ruhrgebied
onbekwaam,onbekwamer
pikhouweel,pikhouwelen
Onegameer,onegameer
vluggertje,vluggertjes
Madagassisch,madagassisch
afsnoepen,afgesnoept
afsnoepen,afsnoep
afsnoepen,afsnoepten
afsnoepen,afsnoepte
afsnoepen,afsnoepend
afsnoepen,afsnoept
jaarring,jaarringen
ombuiging,ombuigingen
stadspoort,stadspoorten
Maseru,maseru
dolen,gedoold
dolen,doolt
dolen,dolend
dolen,doolden
dolen,doolde
dolen,dool
winterwortel,winterwortels
winterwortel,winterwortelen
stropdas,stropdassen
decentralisatie,decentralisaties
muzikant,muzikanten
gemeentefinanciën,gemeentefinanciËn
Klever,klever
Andijns,andijns
berekend,berekender
brandstichter,brandstichters
slingeraap,slingerapen
peper,pepers
datering,dateringen
duplexwoning,duplexwoningen
pijnappelklier,pijnappelklieren
cadeau,cadeautje
cadeau,cadeaus
cadeau,cadeautjes
overhebben,overhadden
overhebben,overhebbende
overhebben,overgehad
overhebben,overheb
overhebben,overhebbend
overhebben,overhad
overhebben,overhebt
brandstofleiding,brandstofleidingen
verwant,verwanten
buslichting,buslichtingen
visagist|visagiste,visagisten
diesel,diesels
scheeftrekken,scheeftrekkend
scheeftrekken,scheeftrokken
scheeftrekken,scheeftrok
scheeftrekken,scheeftrek
scheeftrekken,scheeftrekt
scheeftrekken,scheefgetrokken
uitspanning,uitspanningen
uitspanning,uitspanninkjes
uitspanning,uitspanninkje
polyesterhars,polyesterharsen
ploegsport,ploegsporten
keukenblok,keukenblokken
brandstofpomp,brandstofpompen
verkeersopstopping,verkeersopstoppingen
Y-chromosoom,y-chromosoom
Y-chromosoom,y-chromosomen
ontkoppelingspedaal,ontkoppelingspedalen
automatiek,automatieken
mededingen,medegedongen
mededingen,mededing
mededingen,mededingend
mededingen,mededong
mededingen,mededingt
olijfboom,olijfbomen
spelvariant,spelvarianten
levensfilosofie,levensfilosofieën
politieactie,politieacties
boerenkool,boerenkolen
afzakken,afzakkend
afzakken,afzakt
afzakken,afgezakt
afzakken,afzak
afzakken,afzakten
afzakken,afzakte
hoogteverschil,hoogteverschillen
chanteren,chanteerde
chanteren,chanteer
chanteren,chanterend
chanteren,chanteert
chanteren,chanteerden
chanteren,gechanteerd
rampgebied,rampgebieden
overslaan,oversloegen
overslaan,overslaand
overslaan,overslaat
overslaan,oversloeg
overslaan,oversla
overslaan,overgeslagen
rekening,rekeningen
rekening,rekeningetje
Guyaans,guyaans
Uganda,uganda
splitrok,splitrokken
delven,dolven
delven,delfde
delven,delf
delven,dolf
delven,delfden
delven,delft
delven,delvend
delven,gedolven
VU,vu
claxon,claxons
royaal,royaalst
royaal,royaler
kerken,kerkt
kerken,kerkend
kerken,gekerkt
kerken,kerkte
kerken,kerkten
Brazzaville,brazzaville
kerker,kerkertjes
kerker,kerkers
kerker,kerkertje
afkoken,afgekookt
afkoken,afkookten
afkoken,afkookte
afkoken,afkookt
afkoken,afkokend
afkoken,afkokende
schuilhouden,schuilhielden
schuilhouden,schuilhoud
schuilhouden,schuilhield
schuilhouden,schuilhoudend
schuilhouden,schuilgehouden
schuilhouden,schuilhoudt
mazzel,mazzeltje
mazzel,mazzels
mazzel,mazzeltjes
amethist,amethisten
Aralmeer,aralmeer
badjas,badjassen
kunstenaar,kunstenaars
inlichten,inlicht
inlichten,inlichtten
inlichten,inlichtte
inlichten,inlichtend
inlichten,ingelicht
kwetsbaarheid,kwetsbaarheden
afkoker,afkokers
verstrooien,verstrooi
verstrooien,verstrooiend
verstrooien,verstrooit
verstrooien,verstrooiden
kiwi,kiwietje
kiwi,kiwietjes
vakdocent,vakdocenten
grizzlybeer,grizzlyberen
schoenzool,schoenzolen
collaboreren,collaboreerde
collaboreren,collaboreert
collaboreren,gecollaboreerd
collaboreren,collaborerend
collaboreren,collaboreerden
collaboreren,collaboreer
landmeter,landmeters
minpunt,minpunten
Zuid-Europa,zuid-europa
praline,pralines
meeregeren,meeregeerde
meeregeren,meeregerend
meeregeren,meegeregeerd
meeregeren,meeregeert
meeregeren,meeregeerden
luchtspiegeling,luchtspiegelingen
woordje,woordjes
zwartekousenkerk,zwartekousenkerken
kostbaar,kostbaarst
kostbaar,kostbaardere
kostbaar,kostbaarder
Lesothaan,lesothanen
Lesothaan,lesothaan
onverklaarbaar,onverklaarbaardere
onverklaarbaar,onverklaarbaarste
onverklaarbaar,onverklaarbaarder
Allah,allah
medley,medleys
snelheidsmeter,snelheidsmeters
nahollen,nagehold
nahollen,naholt
nahollen,naholde
gefortuneerd,gefortuneerder
gefortuneerd,gefortuneerdere
kamerdelegatie,kamerdelegaties
Schotland,schotland
bibliothecaris,bibliothecarissen
olieboer,olieboeren
pioen,pioentje
pioen,pioentjes
pioen,pioenen
pessimist,pessimisten
banen,gebaand
banen,baant
banen,baanden
banen,banend
banen,baande
autobus,autobussen
Leuvens,leuvens
droogmolen,droogmolens
ponder,ponders
tikken,tikkend
tikken,tikt
tikken,tikte
tikken,tikten
opwegen,opwegende
opwegen,opwoog
opwegen,opwegend
opwegen,opgewogen
opwegen,opwogen
opwegen,opweegt
opwegen,opweeg
vervoegen,vervoeg
vervoegen,vervoegden
vervoegen,vervoegende
vervoegen,vervoegt
vervoegen,vervoegend
vervoegen,vervoegd
schaapsherder,schaapsherders
ambtenares,ambtenaressen
